설치장소명,설치장소상세,설치시군구명,서비스제공사명,와이파이SSID,WGS84위도,WGS84경도
은남통합보건지소,남면 상수리 204-11,양주시,남면,,37.8701,127.00634
매곡진료소,남면 매곡리 305,양주시,남면,,37.89334,126.95827
연곡진료소,백석읍 연곡리 241-2,양주시,백석읍,,37.81855,126.95048
가야5차 앞 삼거리,백석읍 복지리 105-5,양주시,백석읍,,37.78446,126.99066
양주1동주민자치센터,외미로64번길 45,양주시,양주1동,,37.7734,127.04401
장욱진미술관 앞 매표소,양주시 장흥면 권율로 193,양주시,양주1동,,37.73119,126.94883
무형문화재 합동공연장,유양동 251번지 일원,양주시,양주1동,,37.78556,127.03081
양주향교,유양동 266,양주시,양주1동,,37.78643,127.0326
양주목 관아,유양동 141-1,양주시,양주1동,,37.78554,127.02967
어둔동 남방저수지(39-382),어둔동 344-8,양주시,양주1동,,37.77745,127.01638
양주2동주민자치센터,만송동 695,양주시,양주2동,,37.79688,127.08031
유승한내들9단지.한양수자인2단지(53-742),광사동 658-1(53742),양주시,양주2동,,37.7954,127.08171
덕현초교 앞(39-264),고읍동 80-2,양주시,양주2동,,37.79814,127.08066
대방신도아파트(39-593),광사동 184-4,양주시,양주2동,,37.79203,127.07469
은현면주민자치센터,은현면 은현로 66,양주시,은현면,,37.87495,127.02451
봉암진료소,봉암리 184-5,양주시,은현면,,37.90781,127.00758
은현면 체육회관,은현면 선암리 347,양주시,은현면,,37.87571,127.02454
장흥보건지소,일영리 137-2,양주시,장흥면,,37.71785,126.94149
푸른마을아파트(39-171),장흥면 부곡리 579,양주시,장흥면,,37.71954,126.97478
회천2동주민자치센터,덕계동 467-8,양주시,회천2동,,37.82167,127.04679
여성보육비전센터,고암동 580-6,양주시,회천3동,,37.83486,127.07337
덕정주공3단지(39-556),덕정동 210,양주시,회천3동,,37.83416,127.06878
양주시체육복지센터 5층,덕정동 206,양주시,회천3동,,37.83812,127.06812
덕정주공6단지 앞(39-825),고암동 579,양주시,회천3동,,37.83689,127.07373
덕정제1어린이공원,덕정동 164-4,양주시,회천3동,,37.83818,127.06874
양주시 보훈회관,덕정동 350-118,양주시,회천3동,,37.84533,127.0623
주공7단지.중흥S클래스(39-789),고암동 583,양주시,회천3동,,37.83404,127.07473
회천4동주민자치센터,옥정동 975-2,양주시,회천4동,,37.83697,127.09004
양주시청소년상담복지센터,옥정동 145-4,양주시,회천4동,,37.83485,127.09017
옥정고.푸르지오9단지(39-670),옥정동 948-4,양주시,회천4동,,37.82657,127.08726
푸르지오9단지.e편한세상11단지(53-910),옥정동 산 46-9,양주시,회천4동,,37.82325,127.09175
e편한세상11단지(53-235),옥정동 963-20,양주시,회천4동,,37.81996,127.09179
옥정제8어린이공원 앞,옥정동 1069-1,양주시,회천4동,,37.81521,127.09584
e편한세상19단지(53-639),옥정동 937-3,양주시,회천4동,,37.81364,127.08892
옥정중앙공원,옥정동 970-3,양주시,회천4동,,37.82677,127.09101
청담로 116번길 교차로,옥정동 961,양주시,회천4동,,37.82243,127.08769
봉우근린공원,덕정동 208-12,양주시,회천3동,,37.836112,127.068358
방성어린이공원,방성리 82,양주시,백석읍,,37.805037,126.999328
가래비어린이공원,가납리 732-18,양주시,광적면,,37.822579,126.985466
신산체육공원,신산리 303-3,양주시,남면,,37.893018,126.973423
덕정제6어린이공원,덕정동 210-1,양주시,회천3동,,37.833668,127.06857
고읍제5근린공원(나리공원),광사동 731,양주시,양주2동,,37.785935,127.081886
개나리공원,복지리 303-15,양주시,백석읍,,37.781928,126.984241
기산하수처리장공연장,기산리 318-5,양주시,백석읍,,37.777342,126.939352
선암제2어린이공원,선암리 321-43,양주시,은현면,,37.872546,127.025354
조소앙선생기념공원,황방리 214-7,양주시,남면,,37.921919,126.995854
가래비시장,가납리 738-29,양주시,광적면,,37.823903,126.984368
가납제2어린이공원,가납리 838-2,양주시,광적면,,37.825382,126.983506
장욱진미술관조각공원,석현리 395,양주시,장흥면,,37.731343,126.949065
양주별산대놀이마당,유양동 262,양주시,양주1동,,37.785928,127.031632
양주역정류장,남방동 94-1,양주시,양주1동,,37.774806,127.045074
푸르네공원,고읍동 445,양주시,양주2동,,37.792146,127.078766
고읍제1어린이공원,만송동 699,양주시,양주2동,,37.795216,127.084582
나누리공원,광사동 714,양주시,양주2동,,37.792146,127.07686
고읍제5어린이공원,광사동 682,양주시,양주2동,,37.789258,127.080585
덕정시장,덕정동 132-3,양주시,회천1동,,37.846815,127.064302
덕정역정류장,덕정동 350-126,양주시,회천1동,,37.843754,127.062018
금광어린이공원,덕계동 425-9,양주시,회천2동,,37.818028,127.049343
하늘빛어린이공원,고암동 122-3,양주시,회천3동,,37.832662,127.071908
조은어린이공원,고암동 580-2,양주시,회천3동,,37.835507,127.074564
고암제2어린이공원,고암동 121-4,양주시,회천3동,,37.836351,127.071884
덕정제5어린이공원,덕정동 235-2,양주시,회천3동,,37.836198,127.064981
덕정제2어린이공원,덕정동 118-4,양주시,회천3동,,37.846815,127.064302
옥정체육공원,고암동 619,양주시,회천4동,,37.828149,127.072446
독바위공원(윤근수사당 포함),옥정동 889,양주시,회천4동,,37.825604,127.079509
선돌공원,옥정동 908,양주시,회천4동,,37.821098,127.081049
옥정중앙공원,옥정동 864-798,양주시,회천4동,,37.825718,127.096637
가온길공원,옥정동 955-2,양주시,회천4동,,37.826407,127.090119
예일유치원 부근,고읍동 442,양주시,양주2동,,37.80101496,127.078843
사랑유치원 앞,고암동 122-4,양주시,회천3동,,37.83473196,127.070813
고읍 광장,광사동 652-3,양주시,양주2동,,37.79443286,127.0779068
봉우어린이집 앞,덕계동 482-1,양주시,회천3동,,37.83453396,127.066062
덕계우리은행,덕계동 482-1,양주시,회천2동,,37.82273329,127.0496333
덕현초교,만송동 694-1,양주시,양주2동,,37.79932996,127.080583
국민체육센터,광사동 700-1,양주시,양주2동,,37.78846663,127.0832
송추느티나무,장흥면 부곡리 536-2,양주시,장흥면,,37.71890796,126.975352
희망도서관 앞,삼숭동 202-37,양주시,양주2동,,37.796033,127.107157
남면농협,남면 신산리 290-1,양주시,남면,,37.896765,126.975639
국군양주병원,용암리 492-1,양주시,은현면,,37.8505,127.0417
회천3동주민자치센터,덕정동 206-6,양주시,회천3동,,37.837797,127.068898
회천1동주민자치센터,덕정동 140-1,양주시,회천1동,,37.844124,127.066119
장흥면주민자치센터(장흥문화체육센터),장흥면 일영리 153-5,양주시,장흥면,,37.715941,126.940721
양주시건강증진센터,덕계동 478-3,양주시,회천2동,,37.822434,127.047847
덕정주공4단지(39540),덕정동 210-2,양주시,회천3동,,37.831836,127.067075
회천초교(39826),고암동 122-1,양주시,회천3동,,37.832166,127.069033
오렌지아울렛,회정동 194-1,양주시,회천2동,,37.834192,127.054058
나누리공원,광사동 652-6,양주시,양주2동,,37.793298,127.078965
고읍4단지(53726),광사동 651-6,양주시,양주2동,,37.795305,127.078375
현대아파트,고읍동 94,양주시,양주2동,,37.802382,127.077882
백석읍주민자치센터,백석읍 중앙로223번길 46,양주시,백석읍,,37.794758,126.985253
광적면주민자치센터,광적면 가납리 848-2,양주시,광적면,,37.824681,126.983765
농기계대여은행,은현면 도하리 682,양주시,은현면,,37.842868,126.997895
양주시청광장(4층 식당 테라스),남방동 1-1,양주시,양주1동,,37.785067,127.045954
덕정주공1단지.회천3동복지센터,덕정동 256-1(39550),양주시,회천3동,,37.837343,127.068022
가납제1어린이공원,석우리 723-3,양주시,광적면,,37.827256,126.981051
능안말소공원:광적면,가납리 444-16,양주시,광적면,,37.81144,126.9914
남면주민자치센터,남면 신산리 257-2,양주시,남면,,37.89812,126.97673
중심상가 인근 교차로,옥정동 966-1 일대,양주시,회천4동,,37.81961,127.09264
천보초등학교 앞,옥정동 1014-7,양주시,회천4동,,37.8337,127.09391
대방노블랜드12단지(39-961),옥정동 1035,양주시,회천4동,,37.8211,127.09608
버스정류장 05-086,수정구청.포레스티아서문,성남시,성남시청,G_PublicWiFi@SeongNam,37.415406,127.137178
버스정류장 05-088,가천대,성남시,성남시청,G_PublicWiFi@SeongNam,37.418498,127.180733
버스정류장 05-089,희망대공원,성남시,성남시청,G_PublicWiFi@SeongNam,37.418576,127.182928
버스정류장 05-090,셀레스빌아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.421297,127.182886
버스정류장 05-091,산성역.포레스티아동문,성남시,성남시청,G_PublicWiFi@SeongNam,37.418576,127.182928
버스정류장 05-092,산성역.포레스티아동문,성남시,성남시청,G_PublicWiFi@SeongNam,37.4511,127.133701
버스정류장 05-093,산성동행정복지센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.450818,127.137233
버스정류장 05-094,산성동행정복지센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.426066,127.06877
버스정류장 05-097,성남우체국,성남시,성남시청,G_PublicWiFi@SeongNam,37.339439,127.11238
버스정류장 05-103,성남혜은학교.수정청소년수련관,성남시,성남시청,G_PublicWiFi@SeongNam,37.33827,127.112456
버스정류장 05-105,세이브존,성남시,성남시청,G_PublicWiFi@SeongNam,37.344741,127.114151
버스정류장 05-108,성남세무서.미도아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.340035,127.109216
버스정류장 05-109,단대오거리역.세이브존,성남시,성남시청,G_PublicWiFi@SeongNam,37.407954,127.126904
버스정류장 05-110,성남세무서.미도아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.404089,127.101415
버스정류장 05-115,단대동행정복지센터.성남만남지역자활센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.390731,127.071698
버스정류장 05-116,민속마을,성남시,성남시청,G_PublicWiFi@SeongNam,37.389944,127.075116
버스정류장 05-118,논골,성남시,성남시청,G_PublicWiFi@SeongNam,37.390544,127.077768
버스정류장 05-120,금광시장,성남시,성남시청,G_PublicWiFi@SeongNam,37.390579,127.077743
버스정류장 05-121,남한산성입구역.법원검찰청,성남시,성남시청,G_PublicWiFi@SeongNam,37.398914,127.118194
버스정류장 05-123,남한산성입구역.법원검찰청,성남시,성남시청,G_PublicWiFi@SeongNam,37.392524,127.071004
버스정류장 07-223,탑마을주공8단지.중앙도서관,성남시,성남시청,G_PublicWiFi@SeongNam,37.40885,127.134017
버스정류장 07-224,탑어린이공원,성남시,성남시청,G_PublicWiFi@SeongNam,37.411167,127.134017
버스정류장 07-225,서현중학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.380933,127.134117
버스정류장 07-226,장미마을8단지.매화마을주공1단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.415367,127.134033
버스정류장 07-228,서현중학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.38125,127.134283
버스정류장 07-231,한성빌라,성남시,성남시청,G_PublicWiFi@SeongNam,37.371333,127.135133
버스정류장 07-234,탑마을주공8단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.4095,127.135417
버스정류장 07-235,매화마을2단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.413217,127.136517
버스정류장 07-236,매화마을2단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.413467,127.136683
버스정류장 07-241,임광아파트정문.효자촌입구.분당중앙교회,성남시,성남시청,G_PublicWiFi@SeongNam,37.377867,127.137583
버스정류장 07-242,대진고등학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.369833,127.137683
버스정류장 07-243,대진고등학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.37005,127.137583
버스정류장 06-030,아튼빌후문.성남테크노과학고,성남시,성남시청,G_PublicWiFi@SeongNam,37.407771,127.139493
버스정류장 06-031,도촌북로입구,성남시,성남시청,G_PublicWiFi@SeongNam,37.4407,127.126092
버스정류장 06-032,아튼빌후문,성남시,성남시청,G_PublicWiFi@SeongNam,37.440887,127.126178
버스정류장 06-033,도촌북로입구,성남시,성남시청,G_PublicWiFi@SeongNam,37.447713,127.138569
버스정류장 06-035,대하초교,성남시,성남시청,G_PublicWiFi@SeongNam,37.447104,127.138647
버스정류장 06-038,아튼빌아파트.중원청소년수련관,성남시,성남시청,G_PublicWiFi@SeongNam,37.447119,127.136427
버스정류장 06-040,대하초등학교.중원청소년수련관,성남시,성남시청,G_PublicWiFi@SeongNam,37.447109,127.138687
버스정류장 06-043,성남자이아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.447304,127.138718
버스정류장 06-045,상대원시장,성남시,성남시청,G_PublicWiFi@SeongNam,37.445375,127.133106
버스정류장 06-046,성남냉동,성남시,성남시청,G_PublicWiFi@SeongNam,37.445622,127.13319
버스정류장 06-048,상대원시장,성남시,성남시청,G_PublicWiFi@SeongNam,37.442843,127.134858
버스정류장 06-049,상대원고개,성남시,성남시청,G_PublicWiFi@SeongNam,37.447929,127.141429
버스정류장 06-051,대원터널사거리.우리은행,성남시,성남시청,G_PublicWiFi@SeongNam,37.446565,127.14305
버스정류장 06-052,단대쇼핑,성남시,성남시청,G_PublicWiFi@SeongNam,37.449714,127.139919
버스정류장 06-029,"제일초교,신흥역하늘채1.2단지",성남시,성남시청,G_PublicWiFi@SeongNam,37.442652,127.118434
버스정류장 06-053,상대원시장.새마을금고,성남시,성남시청,G_PublicWiFi@SeongNam,37.450423,127.13181
버스정류장 06-054,금광시장,성남시,성남시청,G_PublicWiFi@SeongNam,37.44975,127.131799
버스정류장 06-055,상대원시장.새마을금고,성남시,성남시청,G_PublicWiFi@SeongNam,37.451278,127.136477
버스정류장 06-056,단대쇼핑,성남시,성남시청,G_PublicWiFi@SeongNam,37.367722,127.142709
버스정류장 06-057,우리은행앞,성남시,성남시청,G_PublicWiFi@SeongNam,37.369218,127.143485
버스정류장 06-058,상대원고개,성남시,성남시청,G_PublicWiFi@SeongNam,37.399395,127.107298
버스정류장 06-059,남한산성입구역.법원검찰청,성남시,성남시청,G_PublicWiFi@SeongNam,37.396974,127.102485
버스정류장 06-060,대원터널사거리,성남시,성남시청,G_PublicWiFi@SeongNam,37.396791,127.094668
버스정류장 06-061,금광시장.삼익아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.412716,127.095518
버스정류장 06-039,신흥역하늘채3단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.39026,127.108657
버스정류장 06-062,금광시장.삼익아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.367101,127.068111
버스정류장 06-063,현성아름빌아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.392045,127.090327
버스정류장 07-506,운중초등학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.3916,127.066783
버스정류장 07-507,운중초등학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.39135,127.066567
버스정류장 07-508,차그룹컨소시엄,성남시,성남시청,G_PublicWiFi@SeongNam,37.40335,127.11095
버스정류장 07-509,한국무역정보통신,성남시,성남시청,G_PublicWiFi@SeongNam,37.403083,127.110983
버스정류장 07-510,봇들육교,성남시,성남시청,G_PublicWiFi@SeongNam,37.403367,127.107667
버스정류장 07-017,한림아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.3885,127.096083
버스정류장 07-018,너더리육교,성남시,성남시청,G_PublicWiFi@SeongNam,37.3881,127.0996
버스정류장 07-020,너더리육교,성남시,성남시청,G_PublicWiFi@SeongNam,37.388383,127.0996
버스정류장 07-021,운중동행정복지센터사거리,성남시,성남시청,G_PublicWiFi@SeongNam,37.391783,127.077383
야탑 반려견,반려견장 인근,성남시,성남시청,G_PublicWiFi@SeongNam,37.41322,127.122251
야탑 어린이공원(어3),"야탑동 340, 야탑 어린이공원(어3) (옥외1), CCTV:분당야탑:1-A-3",성남시,성남시청,Public WiFi Free,37.414181,127.130598
야탑1동 주민센터,야탑1동 주민센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.412,127.130278
야탑1동주민자치센터,야탑1동주민자치센터,성남시,성남시청,Public WiFi Free,37.412005,127.128048
야탑2동 주민센터,야탑2동 주민센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.409402,127.127342
야탑3동 주민센터,야탑3동 주민센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.410793,127.137963
야탑3동주민자치센터,야탑3동주민자치센터,성남시,성남시청,Public WiFi Free,37.410948,127.135864
야탑교,야탑교,성남시,성남시청,G_PublicWiFi@SeongNam,37.409122,127.12346
야탑교,"야탑동 555, 야탑교 (옥외1), 교가 밑 CCTV 분당야탑2-A-15(2대), 16(1대)",성남시,성남시청,Public WiFi Free,37.409556,127.123919
야탑동 물놀이장,물놀이장 인근,성남시,성남시청,G_PublicWiFi@SeongNam,37.415539,127.12085
야탑동 성남시평생학습관 각 강의실 및 전시실,"야탑동 성남시평생학습관 각 강의실 및 전시실 (옥내1), 2층 헬스장 EPS(3대), 1층 복도(6대)",성남시,성남시청,Public WiFi Free,37.40472,127.134429
야탑역 광장,"야탑역광장 2번, 4번 출구 근처",성남시,성남시청,G_PublicWiFi@SeongNam,37.411924,127.128339
약수터 어린이공원,약수터 어린이공원,성남시,성남시청,G_PublicWiFi@SeongNam,37.411484,127.166827
양지 어린이공원,양지 어린이공원,성남시,성남시청,G_PublicWiFi@SeongNam,37.375162,127.143894
양지공원,양지공원 입구 쪽 가로등,성남시,성남시청,G_PublicWiFi@SeongNam,37.463522,127.163299
양지동 물놀이장,양지동 물놀이장,성남시,성남시청,G_PublicWiFi@SeongNam,37.460348,127.162696
양지동 주민센터,양지동주민센터 민원실,성남시,성남시청,G_PublicWiFi@SeongNam,37.454848,127.161024
양지동 주민자치센터,"1층 작은도서관, 2층 로비, 3층 입구, 4층 다목적실",성남시,성남시청,Public WiFi Free,37.454862,127.158794
양지동제2복지회관,"지하1층 다목적실, 1층 원장실, 2층 푸른별반",성남시,성남시청,Public WiFi Free,37.462791,127.167574
양지동청소년문화의집,"6층(카운터, 노래방, 강당)",성남시,성남시청,Public WiFi Free,37.454923,127.161001
양지동청소년문화의집 건물주변,"산성대로 483 6층, 양지동청소년문화의집 건물주변 (옥내1), 사무실 내부 랙장",성남시,성남시청,Public WiFi Free,37.45508,127.160921
양지배수지축구장,"수정로466번길 46(양지동), 양지배수지축구장 (옥외1), 경기장 안 컨테이너 벽면",성남시,성남시청,Public WiFi Free,37.462317,127.163367
양짓말 물놀이장,양짓말 물놀이장,성남시,성남시청,G_PublicWiFi@SeongNam,37.462986,127.168281
양촌 어린이공원(어8),"야탑동 178, 양촌 어린이공원(어8) (옥외1), 공원 내CCTV:분당야탑:3-A-12",성남시,성남시청,Public WiFi Free,37.407166,127.147073
양현교,양현교,성남시,성남시청,G_PublicWiFi@SeongNam,37.390544,127.12197
성남아트리움,"b1층, 1층, 2층",성남시,성남시청,Public WiFi Free,37.445099,127.139386
버스정류장 07-246,등기소,성남시,성남시청,G_PublicWiFi@SeongNam,37.373717,127.138217
버스정류장 07-247,목련마을1단지.하탑중학교.중탑동사거리,성남시,성남시청,G_PublicWiFi@SeongNam,37.409367,127.138383
버스정류장 07-249,동신빌라.하탑중학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.409617,127.13835
버스정류장 07-250,임광아파트정문.효자촌입구.분당중앙교회,성남시,성남시청,G_PublicWiFi@SeongNam,37.37725,127.1388
버스정류장 07-252,성남금융고.중탑초교,성남시,성남시청,G_PublicWiFi@SeongNam,37.413517,127.138917
버스정류장 07-253,장안건영아파트.양영디지털고,성남시,성남시청,G_PublicWiFi@SeongNam,37.37145,127.139917
버스정류장 07-254,장안타운.건영아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.371517,127.1397
버스정류장 07-257,건영빌라,성남시,성남시청,G_PublicWiFi@SeongNam,37.409283,127.14
버스정류장 07-258,분당서현청소년수련관.양영디지털고등학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.372367,127.140467
버스정류장 07-259,매화마을주공3단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.414433,127.140833
버스정류장 07-262,양영디지털고등학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.372733,127.141317
버스정류장 07-263,건영아파트후문,성남시,성남시청,G_PublicWiFi@SeongNam,37.36855,127.141533
버스정류장 07-264,매화마을주공3단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.4145,127.14155
버스정류장 07-267,성남세관.시니어산업혁신센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.40815,127.1424
버스정류장 07-269,성남세관.시니어산업혁신센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.408417,127.1424
초림 어린이공원,초림 어린이공원,성남시,성남시청,G_PublicWiFi@SeongNam,37.375355,127.117601
코끼리시장,"지하1층(서점, 33 점포, 주차장 출입구), 1층(38, 83, 93 점포, 화장실)",성남시,성남시청,Public WiFi Free,37.373057,127.120217
킨스타워,19F_강의장,성남시,성남시청,Public WiFi Free,37.366014,127.106503
탄천변제1체육공원,관리사무소,성남시,성남시청,Public WiFi Free,37.425928,127.117914
탄천종합운동장,"탄천운동장 관중석, 출입구",성남시,성남시청,G_PublicWiFi@SeongNam,37.410376,127.121018
탄천종합운동장,"지하2층 수영장 5대, 2층 골프장 1대",성남시,성남시청,Public WiFi Free,37.409652,127.118424
탄천종합운동장,"탄천종합운동장 (옥내1), 모뎀1:볼링장사무실안, 체육회관 1층, 3층 비상구, 4층 헬스장, 지하2층 , 지하1층 탁구장, 빙상장, 주경기장 1층, 지하2층",성남시,성남시청,Public WiFi Free,37.409693,127.11964
탄천종합운동장 (스포츠센터),탄천운동장 탄천스포츠센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.410073,127.121201
탄천종합운동장 (주경기장),탄천운동장 주경기장,성남시,성남시청,G_PublicWiFi@SeongNam,37.410073,127.121201
탄천종합운동장 (체육회관),탄천운동장 체육회관,성남시,성남시청,G_PublicWiFi@SeongNam,37.410073,127.121201
탄천종합운동장(복지관_체육회관내),"지하2층(매점, 수영장 대기실)",성남시,성남시청,Public WiFi Free,37.409882,127.120372
탄천종합운동장(스포츠센터),"1층(볼링장 입구, 볼링장 카운터), 3층 테니스장 대기실",성남시,성남시청,Public WiFi Free,37.409882,127.120372
탄천종합운동장(주경기장),"1층 메가박스, 2층 기자석",성남시,성남시청,Public WiFi Free,37.409882,127.120372
탄천종합운동장(체육회관),"3층 체육관, 4층 헬스장",성남시,성남시청,Public WiFi Free,37.409882,127.120372
탑 어린이공원,탑 어린이공원,성남시,성남시청,G_PublicWiFi@SeongNam,37.411894,127.132202
버스정류장 07-511,유라코퍼레이션.SK케미칼,성남시,성남시청,G_PublicWiFi@SeongNam,37.403067,127.107683
버스정류장 07-512,이노밸리.포스코ICT,성남시,성남시청,G_PublicWiFi@SeongNam,37.403367,127.102817
버스정류장 07-513,SK플래닛.판교디지털센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.403017,127.1031
버스정류장 07-515,뫼루니육교,성남시,성남시청,G_PublicWiFi@SeongNam,37.391283,127.083033
버스정류장 07-516,화랑공원동편,성남시,성남시청,G_PublicWiFi@SeongNam,37.397417,127.106833
버스정류장 07-517,봇들마을5단지.테크노육교,성남시,성남시청,G_PublicWiFi@SeongNam,37.401433,127.11315
버스정류장 07-521,봇들마을5단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.4014,127.11275
버스정류장 07-522,NC소프트,성남시,성남시청,G_PublicWiFi@SeongNam,37.399733,127.108617
버스정류장 07-545,서현1동.우성아파트,성남시,성남시청,G_PublicWiFi@SeongNam,37.380133,127.1305
버스정류장 07-546,분당구청.서현역,성남시,성남시청,G_PublicWiFi@SeongNam,37.3834,127.120683
버스정류장 07-548,불꽃교회,성남시,성남시청,G_PublicWiFi@SeongNam,37.396733,127.097917
버스정류장 07-549,판교원마을11단지.낙원중,성남시,성남시청,G_PublicWiFi@SeongNam,37.398917,127.095667
버스정류장 07-551,판교원마을11단지.낙원중,성남시,성남시청,G_PublicWiFi@SeongNam,37.398533,127.095783
버스정류장 07-552,화랑공원동편,성남시,성남시청,G_PublicWiFi@SeongNam,37.396933,127.1072
버스정류장 07-554,성남시운중도서관,성남시,성남시청,G_PublicWiFi@SeongNam,37.390183,127.075533
버스정류장 07-555,봇들마을9단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.398,127.11695
버스정류장 07-556,보평중고등학교,성남시,성남시청,G_PublicWiFi@SeongNam,37.39495,127.11665
버스정류장 07-558,봇들마을7단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.398083,127.116667
버스정류장 07-560,이매촌한신.서현역.AK프라자,성남시,성남시청,G_PublicWiFi@SeongNam,37.386867,127.125833
버스정류장 07-561,이매촌한신.서현역.AK프라자,성남시,성남시청,G_PublicWiFi@SeongNam,37.388717,127.1243
버스정류장 07-562,백현마을8단지,성남시,성남시청,G_PublicWiFi@SeongNam,37.386383,127.108517
버스정류장 07-565,백현마을4단지상가,성남시,성남시청,G_PublicWiFi@SeongNam,37.388083,127.114783
분당노인종합복지회관,"2층(생정사무실, 경로당), 3층(강의실, 끝방 강의실, 강당)",성남시,성남시청,Public WiFi Free,37.357512,127.11239
분당도서관,분당도서관,성남시,성남시청,G_PublicWiFi@SeongNam,37.35809,127.116644
분당동 주민센터,분당동 주민센터,성남시,성남시청,G_PublicWiFi@SeongNam,37.370101,127.130995
분당메디케어,"4층 입구, 8층 카운터",성남시,성남시청,Public WiFi Free,37.364324,127.106227
분당야탑청소년수련관,"지하2층 로비 1대, 1층 로비 2대, 2층 로비 1대, 3층 로비 1대, 4층 로비 1대",성남시,성남시청,Public WiFi Free,37.410059,127.139492
분당야탑청소년수련관 건물 내,"벌말로30번길 35,분당야탑청소년수련관 건물 내 (옥내1),2층, 3층tps실",성남시,성남시청,Public WiFi Free,37.410217,127.141713
분당어린이공원(어32),"서현동 94-1, 분당어린이공원(어32) (옥외1), 공원 내CCTV:분당서현1-A-5",성남시,성남시청,Public WiFi Free,37.37925,127.13121
분당정(국궁장),"만세길 36(율동), 분당정(국국장) (옥외1), 복도 대기실",성남시,성남시청,Public WiFi Free,37.384576,127.154244
성남아트센터,"오페라하우스 203,204호 출입구 앞 로비, 오페라하우스 지하1층 제1전시실 앞 복도, 콘서트 홀 지하1층 연습실9 앞 복도, 콘서트홀 2층 203, 204 출입구 앞 복도 각 1개씩",성남시,성남시청,Public WiFi Free,37.40293,127.129072
성남아트센터 (공연장내부),성남아트센터 공연장 내부,성남시,성남시청,G_PublicWiFi@SeongNam,37.401889,127.129556
성남아트센터 (공연장내부),성남아트센터 공연장 내부,성남시,성남시청,G_PublicWiFi@SeongNam,37.401889,127.129556
성남아트센터 (공연장내부),성남아트센터 공연장 내부,성남시,성남시청,G_PublicWiFi@SeongNam,37.401889,127.129556
성남아트센터 갤러리 808(지하 1층) 갤러리 808,"성남대로 808(야탑동), 성남아트센터 갤러리 808(지하 1층) 갤러리 808 (옥내1), 사무지하1층 EPS실",성남시,성남시청,Public WiFi Free,37.401193,127.129558
성남아트센터 사무동,"성남대로 808(야탑동), 사무동 (옥내1), 사무동4층 전산실 모뎀, 1층 회의실 2개 4층 홍보실 1개",성남시,성남시청,Public WiFi Free,37.402456,127.1297
성남아트센터 앙상블시어터(지하1층 1층 2층),"성남아트센터 앙상블시어터(지하1층 1층 2층) (옥내1),  1층 화장실 앞 DP함, 사무동4층 전산실",성남시,성남시청,Public WiFi Free,37.403239,127.131714
성남아트센터 오페라하우스(지하1층 1층 2층 3층),"성남대로 808(야탑동), 성남아트센터 오페라하우스(지하1층 1층 2층 3층) (옥내1), 지하1층EPS실",성남시,성남시청,Public WiFi Free,37.402978,127.130641
성남아트센터 콘서트홀(지하1층 1층 2층),"성남아트센터 콘서트홀(지하1층 1층 2층) (옥내1), 지하1층EPS실, 1층 EPS실",성남시,성남시청,Public WiFi Free,37.401311,127.129504
